PROFILEAREA,SETTD,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
VICAGL,29/07/2012,41583.952,38388.146,35880.451,33206.035,31347.552,30034.905,29060.756,28365.366,28143.075,28349.838,29202.255,29714.588,30744.128,32155.831,35288.429,39670.734,44351.772,47479.1,49735.709,51412.935,49888.581,49253.2,49268.249,49225.36,49561.993,50149.783,50244.837,49156.77,50147.12,50922.046,50115.21,54101.332,58706.053,61436.458,66357.646,73959.615,78034.478,78144.725,76792.389,75472.6,73679.697,71776.174,68614.152,64443.576,58622.459,51996.719,46602.124,41442.451,MRIM
VICAGL,30/07/2012,37224.372,34170.099,32476.472,30709.793,29565.18,28696.189,28122.995,27902.485,28230.282,29189.95,31506.217,34778.353,40505.794,47789.878,56322.529,61190.283,60507.465,56539.622,54617.705,52716.502,51689.645,50409.389,48925.739,47493.594,45164.09,45084.752,44781.284,44653.985,44323.709,45232.249,46673.671,49520.494,55482.21,60928.072,67857.23,75481.949,80200.087,80968.812,79999.219,78440.763,76464.932,73842.013,70264.172,65241.901,58686.317,51958.119,46079.169,40817.59,MRIM
VICAGL,31/07/2012,36655.067,33563.462,32206.444,30487.795,29230.266,28525.922,27973.938,27719.692,28028.843,28963.354,31217.898,34188.409,39607.532,46399.492,54888.617,58362.296,55739.73,50341.056,47142.031,44412.549,42393.107,41774.598,39335.661,38590.691,37616.771,37484.651,37287.697,39347.912,41186.175,43443.856,44877.394,47371.361,51949.843,56628.95,63594.77,72316.026,77617.667,78940.61,77815.705,76452.705,75065.249,72888.246,69512.393,64546.914,58398.9,51496.065,45661.119,40662.853,MRIM
VICAGL,01/08/2012,36736.873,33953.465,32423.691,30762.352,29599.257,28942.165,28505.021,28482.329,28809.831,29797.039,32326.469,35715.297,41737.838,48660.295,57162.259,61596.615,59827.364,55091.608,52821.73,50621.198,47861.66,45826.581,43677.094,41906.01,41061.373,40756.673,40613.128,41060.633,42388.784,43376.645,42793.549,44017.658,48778.754,54127.496,61530.551,70593.166,76963.371,78691.985,78309.005,77477.272,76050.217,74718.946,71620.576,67491.687,61156.831,54226.895,48402.021,43152.835,MRIM
VICAGL,02/08/2012,39065.584,35982.279,34337.849,32750.596,31594.457,30930.775,30613.501,30372.916,30807.837,31957.417,34831.982,38200.537,44046.071,51677.395,60047.668,64350.21,63344.383,59178.063,56843.189,56050.977,54618.912,49738.327,47616.763,47877.086,47945.883,48086.348,46095.643,45629.145,47656.202,45675.2,45557.858,48908.399,53592.878,58995.596,66610.64,74874.988,79570.338,80334.267,79311.597,78143.988,76561.373,74889.295,72095.091,67259.284,61507.718,55065.222,49113.291,43312.598,MRIM
VICAGL,03/08/2012,38883.309,35711.791,33950.572,32110.107,30870.835,30004.441,29468.529,29272.863,29394.764,30316.55,32299.389,35298.093,40799.439,47379.255,55448.664,60131.677,57431.306,52177.596,48752.005,45677.459,42687.046,40322.779,38342.145,37219.129,36222.371,36106.825,36554.009,37854.695,38194.178,38151.777,38647.193,39887.769,43390.601,47223.966,53008.542,61438.916,67254.919,68657.199,68534.393,67611.827,66323.242,65368.061,63866.89,61778.596,58543.731,54229.586,49938.832,44907.553,MRIM
VICAGL,04/08/2012,40653.525,36980.141,34639.082,32315.395,30638.982,29384.038,28461.532,27961.348,27842.177,28067.947,29036.303,29739.405,31300.829,33402.697,37587.938,42515.92,46291.934,49266.624,49968.507,47079.978,44426.384,43946.469,43415.013,41600.368,40043.591,38776.559,37806.924,36843.165,36434.982,36207.982,37102.878,39789.454,43969.4,48776.043,54837.549,62483.809,66861.78,66899.545,65214.369,63170.691,61756.591,60486.895,58910.142,57107.196,54703.986,51606.942,48155.997,44183.795,MRIM
VICAGL,05/08/2012,40466.885,37145.756,34925.263,32801.96,30863.956,29374.32,28428.222,27701.64,27406.749,27491.106,28307.162,28692.698,29598.774,30955.602,33942.352,38033.114,41947.579,43543.118,44599.954,43050.91,41199.97,39509.708,37901.336,36912.051,36966.347,37737.713,37226.648,41200,44099.422,45078.099,44398.908,47748.173,51049.272,56353.778,62547.132,68635.93,73497.814,74313.566,73599.673,72793.957,71553.672,69924.472,66904.032,62964.559,57470.973,51070.076,45434.571,40593.108,MRIM
VICAGL,06/08/2012,36536.603,33587.491,32266.334,30483.382,29361.169,28665.778,28112.673,27948.203,28222.075,29195.054,31415.605,33914.065,39606.169,47514.403,55995.798,60262.876,58503.122,53595.547,50539.66,48493.065,46171.728,44750.412,42696.743,41815.84,42361.882,42955.915,43902.355,44583.843,43747.346,43937.365,44845.244,45936.03,50198.898,55679.309,63946.497,73134.611,78842.061,79983.711,79057.8,77362.019,75784.385,73344.533,69912.738,65071.276,58826.123,52265.054,46901.997,41878.588,MRIM
VICAGL,07/08/2012,37474.202,34437.105,33025.23,31524.062,30412.468,29665.653,29235.637,28893.668,29231.02,30276.281,32647.098,35740.517,41612.064,49253.629,57532.919,60784.76,57913.157,52168.201,48428.547,45321.758,42599.571,40563.63,39163.785,37555.623,36698.581,35597.313,35068.849,34782.655,34885.874,35666.283,36680.612,41179.306,44630.606,49681.945,56812.443,66622.497,73896.049,76180.888,75962.809,74726.641,73359.233,71460.276,68644.568,64313.053,58371.584,51564.569,45648.666,40736.038,MRIM
VICAGL,08/08/2012,36665.581,33952.851,32598.625,31066.84,29861.767,29120.099,28679.904,28464.153,28899.34,29758.691,32106.084,35487.571,41438.717,48222.47,56155.49,60723.673,60444.726,56795.249,56669.754,56182.938,54760.897,54870.758,55878.477,56892.979,57868.501,58245.739,58770.448,59905.808,60138.257,59388.558,58977.161,61134.307,64663.351,67331.221,71339.477,77654.793,82900.531,83574.31,82335.62,80687.167,78725.041,76355.603,72941.198,68209.738,61503.801,54506.645,48436.776,42835.441,MRIM
VICAGL,09/08/2012,38606.52,35531.513,33980.523,32259.895,30929.213,30086.839,29564.849,29361.195,29553.373,30529.625,32841.933,35830.153,41538.674,48967.222,57607.412,61508.231,59155.546,53313.486,50532.768,48317.044,47597.378,47118.3,50387.955,51533.028,52852.673,51557.456,49139.906,51428.644,52754.731,51458.845,52511.551,55224.001,61057.988,64497.065,70661.966,77811.34,82311.995,83275.021,82570.973,81257.493,79685.882,77599.395,74752,70109.668,63834.281,56906.942,50662.77,44635.587,MRIM
VICAGL,10/08/2012,39821.071,36233.632,34505.134,32588.938,31425.705,30366.37,29769.867,29424.311,29665.391,30515.993,32625.875,35656.904,40883.72,47377.591,55484.688,60699.478,60084.386,56945.316,54869.155,52226.969,50818.634,50465.874,47662.613,46293.965,47090.216,45124.009,44848.934,44840.616,46036.96,46072.515,46217.48,48453.664,51958.814,56899.013,62581.368,68777.692,73080.673,73849.343,72676.055,71520.473,69776.721,68401.619,65962.908,63474.202,59947.627,55727.114,51872.487,46837.727,MRIM
VICAGL,11/08/2012,41772.915,38099.176,35826.412,33418.823,31657.76,30261.18,29437.452,28982.127,28729.196,29114.666,30056.812,30814.777,32529.448,34646.117,39365.71,44292.593,48959.236,51832.544,52066.212,51029.203,49641.284,47816.056,47775.457,47544.873,47976.34,48682.431,47065.324,45060.182,46503.341,47539.651,49500.296,51776.778,54132.775,58398.326,64333.143,69756.023,72290.347,71702.9,69400.528,67116.726,65189.183,63450.564,61570.785,59101.154,56103.771,52860.799,49334.925,45241.909,MRIM
VICAGL,12/08/2012,41256.955,37732.343,35686.41,33055.306,31118.849,29643.316,28527.324,27899.085,27571.787,27691.397,28231.33,28713.041,29609.236,30920.781,34107.392,38054.397,42106.174,45039.205,47246.728,47519.478,47649.828,48201.112,47898.015,46506.927,45517.095,45578.907,45382.8,43800.874,42392.875,43312.855,45475.715,47238.522,49886.11,53645.252,60176.964,67715.666,72680.983,73345.721,72604.105,71437.997,70011.495,68182.779,65403.235,61341.401,56345.15,50471.229,45298.023,40540.591,MRIM
VICAGL,13/08/2012,36833.94,33793.55,32250.064,30726.776,29587.096,28678.966,28098.784,28000.747,28331.81,29356.016,31702.905,34854.217,40887.233,48485.116,57040.757,60529.926,57821.13,52750.186,49297.69,46022.296,43131.044,40867.813,39050.476,37750.702,36442.483,35436.005,34931.393,34826.827,34993.141,36466.697,39059.688,42031.984,46746.003,51407.99,58584.512,68132.911,74943.998,76441.512,75395.946,74503.916,72742.659,70576.402,67320.966,63029.441,56855.473,50282.087,44749.074,39793.07,MRIM
VICAGL,14/08/2012,36008.673,33007.654,31559.951,29851.973,28734.28,27969.76,27427.486,27233.932,27582.54,28515.834,30451.796,33265.291,38774.492,45717.612,54026.749,58380.198,57878.636,54054.827,52564.988,51569.164,50686.045,50308.728,50402.099,50020.596,49715.071,49438.206,49384.665,49020.495,47628.178,46798.682,46709.6,48596.775,53116.886,59732.959,69131.841,74616.467,78645.891,79766.321,78392.842,76827.774,75061.974,72785.978,69534.966,65270.814,59221.299,52766.359,46954.347,41534.117,MRIM
VICAGL,15/08/2012,37352.524,34417.239,33092.106,31458.715,30407.351,29680.297,29299.44,29247.861,29562.104,30576.188,32800.768,35849.144,41522.781,49073.091,57310.566,60855.898,59128.736,54501.84,50718.925,46250.606,43309.259,41770.316,41945.591,39195.627,38816.982,39982.114,38795.228,40068.824,43879.622,46027.61,47494.63,50050.381,54780.772,59492.951,63860.348,70829.699,77314.301,78963.73,77901.195,76304.89,74641.515,72339.814,69452.344,64964.161,58748.694,52192.061,46644.298,41262.78,MRIM
VICAGL,16/08/2012,37126.232,34041.046,32548.405,30783.76,29698.739,29029.907,28789.375,28632.347,29011.695,29987.63,32329.678,35492.186,41358.497,48918.574,57204.214,60954.776,58957.599,53492.283,50427.533,47504.903,43599.669,41769.711,41256.259,40521.048,40375.214,39103.17,39029.648,39030.353,38845.221,39541.593,39686.98,42387.639,46218.235,50682.952,56801.225,66142.668,73491.563,75949.506,75704.714,74601.271,73558.367,71892.48,69307.33,65150.956,59753.426,53218.09,47302.903,41913.131,MRIM
VICAGL,17/08/2012,37379.804,34168.333,32687.684,31003.431,29761.437,28939.36,28686.719,28288.829,28507.232,29359.706,31284.141,33882.382,39251.586,46005.846,54122.709,58382.088,58027.354,53645.956,52153.832,51178.07,51259.438,50238.102,50605.228,51663.727,52480.105,51958.745,51258.368,51284.51,51356.759,51011.996,51248.457,52737.431,53746.732,56586.717,64239.594,70614.386,75148.27,76677.162,75350.412,73775.604,72198.135,70449.373,68115.027,65269.297,61438.633,55919.89,51107.402,46243.414,MRIM
VICAGL,18/08/2012,41518.735,37691.721,35647.147,33246.602,31514.189,30311.402,29432.041,28815.462,28634.142,28957.627,29771.994,30566.876,32343.588,34646.863,39448.901,44909.162,50385.851,53649.615,56543.927,57651.999,57006.213,57102.398,56657.036,56511.122,54263.379,52566.72,50401.711,49204.65,49405.663,49553.889,50987.449,53452.147,55690.185,58954.396,63369.184,69771.327,73977.385,74191.503,72376.856,70008.291,68143.343,66531.539,64428.631,62042.544,59163.814,55065.159,51349.149,46834.419,MRIM
VICAGL,19/08/2012,42625.276,39114.251,36653.348,34192.401,32183.506,30615.516,29536.8,28480.281,28288.237,28330.72,28690.476,29434.96,31173.674,33272.189,36729.832,40697.345,45012.167,48726.508,51482.289,52274.164,51997.537,50229.487,49137.93,49915.693,48922.851,46331.767,46077.406,45668.807,45311.102,45559.035,46154.039,47816.222,50972.846,55474.84,61021.714,67114.933,72676.295,74243.499,73369.659,72615.693,71511.362,69897.529,66736.433,62839.083,57662.768,51355.137,45982.22,40875.557,MRIM
VICAGL,20/08/2012,36505.648,33389.098,31851.178,30201.924,29043.64,28184.519,27549.441,27209.879,27324.011,27935.685,29579.834,32573.523,38459.361,45959.642,54283.076,58329.617,57475.845,54394.826,52136.639,50114.16,47641.537,45030.87,42581.216,40367.517,38943.078,38732.948,39564.584,40548.31,41745.261,41522.197,41008.02,42517.474,46805.064,51842.1,60566.879,70323.535,77363.92,79433.302,78545.57,76590.484,74964.278,73037.74,69493.789,65083.271,58512.551,51658.443,46020.776,40738.558,MRIM
VICAGL,21/08/2012,36414.666,33449.563,32120.72,30643.845,29322.614,28623.578,28193.844,27988.041,28302.147,29023.728,31044.535,34356.424,40421.92,48179.642,56187.47,58450.405,55258.427,49517.374,46121.359,43118.007,40351.709,38021.376,36460.712,35823.99,36099.243,38050.35,39066.378,40566.729,42284.017,42501.686,42927.577,43954.542,45792.378,48697.896,55202.128,64548.058,72910.158,75132.726,74682.032,73179.755,71285.537,68959.272,65771.218,61365.92,55565.203,49237.95,43804.973,39089.286,MRIM
VICAGL,22/08/2012,35056.253,32060.434,30689.162,29183.776,27737.883,26911.913,26557.197,26347.797,26522.201,27105.292,28787.675,31721.1,37237.963,43858.421,51237.032,54157.388,53446.647,49967.203,48858.419,46772.3,44276.631,40571.28,37527.346,38083.95,39232.698,36912.385,34410.14,33846.146,35872.765,38107.589,37942.106,38836.31,41895.91,44037.746,48237.165,55830.003,63310.428,65593.022,65219.235,64048.339,62570.27,60928.388,57942.259,54536.539,49320.3,43507.383,39171.769,34926.167,MRIM
VICAGL,23/08/2012,31565.02,29075.135,27984.871,26520.394,25393.132,24754.081,24309.714,24038.262,24204.741,24878.048,26674.842,29154.649,34218.982,40576.115,46871.001,48320.61,46047.504,41410.224,38852.11,36798.74,34420.345,32569.324,32418.485,35525.518,36865.278,36139.285,35755.253,33997.831,33577.671,32873.678,34981.411,41224.294,43147.989,48916.741,55250.024,62809.059,69849.709,72326.764,72061.272,71222.633,70621.421,69238.479,66190.047,62140.788,56396.837,50450.857,44960.944,39762.766,MRIM
VICAGL,24/08/2012,35739.746,32990.685,31397.376,30021.418,29011.752,28292.614,27888.097,27629.509,27850.19,28552.927,30486.116,33722.934,39786.221,47086.425,54959.902,57384.923,55784.11,50775.904,50037.576,48063.038,45503.437,45133.681,43823.834,43149.642,44214.03,44443.233,44148.215,44488.533,43630.126,44698.425,43141.894,44155.75,47196.438,51968.524,56733.589,62772.544,70351.273,72845.844,72071.86,70923.219,69559.429,68323.632,66393.826,63440.229,59210.71,54116.309,49936.159,45021.201,MRIM
VICAGL,25/08/2012,40518.553,37127.923,34894.063,32648.746,31224.593,30195.35,29384.016,28873.337,28616.906,28538.361,29245.414,30514.233,32918.78,36138.271,40991.908,44818.213,47624.287,48964.193,49089.773,46872.622,45320.041,44013.173,43938.951,44955.133,47139.089,48350.687,46559.9,44274.298,44404.893,43410.808,44379.787,44256.158,47282.458,50852.344,56839.51,62903.662,69727.394,71298.202,69961.735,68129.404,65847.279,63880.194,61653.807,59258.087,55959.491,52022.229,48366.084,44331.847,MRIM
VICAGL,26/08/2012,40510.491,37252.329,34989.087,32909.997,31102.744,29744.799,28818.819,28054.952,27759.067,27581.046,27949.134,28589.262,30097.757,32202.753,35780.937,38866.078,41672.155,43551.174,44747.645,43075.938,43772.152,43203.38,39943.422,40770.139,42626.494,40617.629,41254.072,42773.939,43131.28,43864.613,45595.813,48599.005,51840.361,55621.26,61626.283,67543.369,72014.572,73294.126,72605.268,71383.559,70043.534,67901.051,64311.041,60170.434,55182.101,48926.421,43919.007,39109.509,MRIM
VICAGL,27/08/2012,35070.844,32446.353,31212.048,29805.607,28861.878,28108.194,27674.073,27572.537,27843.097,28600.119,30291.92,33345.443,39608.645,47558.302,55335.869,57796.41,54362.59,49100.814,45902.873,42719.4,40358.092,39086.365,37432.794,36810.389,36831.783,36844.924,37249.465,35723.949,35979.759,36527.268,37232.6,38901.233,42877.333,48675.903,56742.059,66033.284,74773.126,77862.121,77155.617,75522.954,73715.601,71509.126,68117.242,63133.319,56858.65,50012.168,44663.328,39585.352,MRIM
VICAGL,28/08/2012,35547.59,32720.104,31362.296,29952.561,28737.855,27996.312,27567.365,27413.11,27641.37,28376.496,30352.229,33728.728,39777.916,47409.512,54809.075,56540.111,54628.603,50362.678,47650.651,44783.559,43754.705,40042.179,36775.892,35388.274,34573.972,33127.482,32457.503,32334.383,32455.748,32791.148,34107.607,36296.049,39824.085,43735.998,49465.222,57617.155,67092.911,71124.862,71150.166,70304.558,68858.906,67020.25,64111.642,59890.875,53850.734,47474.27,42147.884,37254.654,MRIM
VICAGL,29/08/2012,33573.222,30670.364,29431.183,27931.776,26969.02,26084.206,25643.691,25467.326,25514.985,26131.622,28034.659,30949.343,36741.174,43582.474,51342.975,54702.701,53815.002,49953.282,44797.094,39510.767,36809.373,34675.613,33123.643,32273.561,31569.591,30821.507,30521.592,30839.059,31227.566,31574.96,32000.586,33932.116,37939.948,41879.382,46960.668,54505.63,61867.99,64675.076,64755.085,65095.582,63806.603,62366.985,60072.202,55971.428,51105.666,45393.796,40650.533,36353.292,MRIM
VICAGL,30/08/2012,33141.939,30682.691,29641.967,28355.264,27355.79,26624.931,26213.105,26046.12,26347.359,27197.464,29169.87,32407.635,38849.22,46392.554,53919.824,56503.183,52979.683,48130.363,44804.637,43357.494,40883.01,39760.91,40867.852,41635.911,41721.672,41057.05,41391.887,41090.879,39049.638,41187.089,43925.145,46442.769,51848.781,54716.225,60247.949,67435.582,74746.104,78196.312,78184.076,77484.367,76224.91,74047.145,71100.295,66958.912,60687.185,54001.338,47892.575,42453.728,MRIM
VICAGL,31/08/2012,37935.098,34707.568,33242.005,31420.192,30269.709,29527.164,28960.16,28630.485,28849.747,29495.544,31413.737,34655.684,40718.689,48438.326,57053.043,60871.412,60426.316,55669.925,53059.969,49881.187,46359.064,43853.425,42384.885,41277.487,38924.138,38519.954,38072.416,38656.288,37463.879,36932.019,37472.732,38950.894,42457.822,47020.933,52844.798,60778.755,69089.876,72641.608,72267.867,71450.052,70394.176,68954.779,67002.906,63987.914,59804.923,54557.531,49856.946,45177.782,MRIM
VICAGL,01/09/2012,40701.109,37069.264,34704.508,32436.046,30923.942,29684.845,28986.337,28496.397,28151.749,28366.095,29063.822,30142.187,32464.738,35268.814,40041.263,44957.004,48850.123,50416.345,50605.038,49608.624,47862.974,45868.395,43979.079,41828.363,38938.301,36447.955,34688.722,33430.821,32794.712,32998.614,33988.635,35841.702,38301.604,42275.3,47836.93,55262.799,63667.024,67065.848,66817.75,65642.086,64168.992,63244.67,61634.984,59696.322,56790.83,52757.884,49475.931,45399.045,MRIM
VICAGL,02/09/2012,41548.06,38073.988,36049.735,33735.552,31995.98,30732.032,29892.431,29219.021,29028.343,29056.067,29377.005,30070.253,31705.07,34115.625,37802.243,41035.63,43699.356,44937.997,44558.569,43155.855,41225.923,38938.263,36612.619,35666.293,36581.584,32336.502,31457.1,30177.957,29551.962,29822.154,30868.127,32496.567,35079.238,38847.872,44086.879,50406.993,58787.542,63361.39,63939.127,64060.97,63702.673,62775.363,60438.98,57218.402,52329.705,46963.466,42270.109,37568.3,MRIM
VICAGL,03/09/2012,33686.629,30865.167,29610.019,28235.022,27228.006,26504.188,26008.562,25749.421,25998.461,26634.184,28381.803,31238.051,37091.45,44235.123,50447.446,51813.464,48675.37,43553.022,40512.143,37976.853,35522.297,33541.015,32085.47,31399.54,30662.668,29965.902,29655.323,29568.203,30380.576,32953.576,34685.864,36061.748,38367.312,42943.272,47883.874,54072.242,61374.577,64718.63,64160.925,62736.899,61261.878,59702.594,57061.207,52962.304,47552.035,42348.582,38083.855,33801.101,MRIM
VICAGL,04/09/2012,30485.491,28213.426,27267.442,25899.712,24687.84,24033.615,23681.27,23614.262,23941.126,24669.789,26183.445,28780.693,34018.85,39914.967,45711.377,47428.821,45408.818,41604.851,40019.731,37441.216,34047.578,31815.09,30380.499,29655.338,29270.636,28863.592,28617.002,28800.236,29292.195,29855.137,30767.559,32590.956,35414.608,38799.061,42737.393,47700.379,54836.042,58708.88,58705.196,57669.86,56043.591,54607.727,52270.839,49000.09,44619.362,39976.311,36270.228,32520.74,MRIM
VICAGL,05/09/2012,29618.302,27369.07,26482.043,25123.359,24180.602,23621.125,23262.402,23184.02,23253.1,23706.403,25057.823,27639.14,32175.832,36908.4,40685.623,41573.766,40269.68,38289.207,36502.719,36054.459,35159.186,34508.113,33629.567,36975.267,38009.245,38443.975,38809.986,36757.261,38710.438,41157.719,43537.957,45922.675,42870.639,44790.2,48728.332,54343.356,61646.215,65651.951,65526.574,64535.769,63287.48,61415.483,59109.929,54849.429,49968.661,44314.888,39746.288,35513.415,MRIM
VICAGL,06/09/2012,32000.859,29587.271,28501.985,27051.067,25919.069,25246.583,24785.002,24452.423,24545.46,25091.68,26611.697,29240.96,34108.921,39947.244,45883.071,47412.445,46306.331,42278.939,40490.711,38324.82,37249.127,35523.112,33175.622,32362.101,32293.849,31007.798,30590.596,30528.744,31510.459,32692.232,33240.787,34187.17,37114.256,40493.037,44869.186,50423.634,58079.006,61787.896,61971.801,61258.893,60368.899,60133.688,59192.513,56273.927,51770.093,46604.567,42007.38,37106.621,MRIM
VICAGL,07/09/2012,33436.141,30918.474,29622.376,28214.411,27181.479,26604.375,26174.536,25886.365,26179.643,26767.894,28506.982,31319.153,37020.042,43908.044,49994.719,51757.732,49619.709,46436.217,46040.096,44538.036,44187.513,42308.959,41513.742,41908.1,40550.869,41079.482,39044.213,38161.958,40426.572,39743.648,38657.554,43149.664,47330.995,52643.295,57655.102,63263.852,68930.248,71851.025,71097.491,70023.819,68273.615,66597.112,64709.888,61720.085,58502.639,53347.033,48579.946,43873.659,MRIM
VICAGL,08/09/2012,39454.505,35992.877,33956.627,31647.686,30100.6,28890.056,28153.566,27487.702,27332.071,27545.067,28082.346,28906.474,31080.087,34069.109,38110.348,41887.688,44548.556,45156.462,47053.859,47673.012,46352.478,46540.154,44752.378,43948.344,43671.038,42582.896,41670.228,41042.909,39915.191,41067.302,42623.839,44819.782,47089.888,51398.011,57528.678,62529.109,67736.224,69658.275,68115.154,65795.921,64000.7,62479.985,60412.035,58068.549,54919.223,50992.594,47270.665,43030.008,MRIM
VICAGL,09/09/2012,39086.871,35894.341,33927.534,31843.934,30116.908,28770.507,27829.458,27061.405,26703.824,26530.414,26810.377,27387.325,28857.024,30884.686,34035.637,37424.488,41164.947,42991.22,44435.148,45298.839,44976.816,42903.835,40714.674,38812.761,36083.97,33332.082,31476.614,30385.481,30026.061,30275.685,31203.949,32657.499,35005.769,38434.669,43176.976,49380.081,57928.766,63530.985,64103.665,63457.151,62958.678,61717.94,59077.481,55822.8,51107.617,45849.36,41110.522,36802.035,MRIM
VICAGL,10/09/2012,33342.199,30720.4,29575.315,28252.936,27310.691,26622.543,26247.701,25996.24,26162.052,26911.727,28527.112,31555.017,37523.099,44696.182,51143.764,51896.149,49217.622,44815.289,40680.824,37522.415,35190.938,33851.021,33812.924,33034.982,32478.639,32025.789,31573.886,31673.431,31862.505,32193.667,32909.678,34961.643,38297.008,42874.682,48355.015,55404.986,63621.792,68459.49,68149.076,66991.221,65656.587,63790.335,60703.267,56525.614,50898.306,44885.832,40009.75,35477.951,MRIM
VICAGL,11/09/2012,32041.42,29537.002,28590.527,27085.027,26235.327,25684.794,25335.981,25176.27,25485.853,26226.81,28114.1,31199.607,37184.017,43904.643,49654.999,50309.287,46740.662,41503.709,38186.597,35416.38,32983.543,31353.88,30259.717,29586.685,29163.104,28879.383,29085.574,29202.911,29583.933,30128.042,30721.916,32324.064,35405.576,38866.987,43109.552,48295.552,55017.971,60208.038,60840.899,59906.706,58819.169,57598.121,54978.443,51829.845,47273.005,41933.717,37951.426,34052.913,MRIM
VICAGL,12/09/2012,31024.716,28476.624,27569.151,26325.945,25543.257,24908.285,24553.336,24358.876,24597.548,25170.662,27111.499,29971.192,35367.964,40907.282,45563.363,45917.635,42713.907,37933.537,35646.12,33392.425,31912.028,30699.865,32779.887,31071.878,31352.131,33200.867,35537.129,36838.863,37985.909,39071.656,39670.279,41700.671,43829.136,46152.636,50977.744,56596.42,60971.373,62707.879,62483.837,61550.088,60216.202,59005.085,56523,53063.088,48458.273,43257.534,38914.493,34888.2,MRIM
VICAGL,13/09/2012,31641.178,29219.199,28230.234,26800.928,25867.818,25272.648,25107.468,24882.409,25116.382,25717.651,27589.414,30816.143,36622.079,43031.306,48612.19,50237.363,46722.113,41691.468,38991.697,37407.046,37133.064,36927.686,36780.068,36116.989,37842.375,41535.103,36042.345,40712.384,38732.611,40437.128,41035.377,42428.928,46786.568,50796.976,54481.403,59985.343,67143.442,72052.916,73050.922,72895.871,71846.603,70445.386,67459.109,63461.801,57960.437,51694.944,45836.97,40734.911,MRIM
VICAGL,14/09/2012,36735.737,33683.644,32358.956,30869.514,29730.103,28956.671,28465.023,28223.647,28422.648,29133.706,31125.675,34263.526,40009.224,47233.918,54249.789,57112.081,54270.657,49017.519,47354.613,44246.005,44433.945,45003.91,44403.57,43632.357,43695.17,42363.456,42132.123,42988.96,43981.696,42454.238,41047.151,42408.626,46143.82,51522.734,56099.157,61243.467,66329.238,69096.783,68744.769,67627.654,66185.935,64535.105,62117.285,59699.979,55987.859,51996.268,47891.102,42353.339,MRIM
VICAGL,15/09/2012,38098.24,34695.442,32649.226,30729.988,29105.934,27835.64,27217.441,26700.458,26467.875,26530.275,27211.09,28331.624,30578.715,33365.827,37611.209,41942.58,45235.455,46906.369,47521.338,47217.446,46710.966,45689.031,44044.718,42713.696,41465.107,39956.315,37556.266,35595.647,34490.989,34070.771,34812.526,35803.004,37866.451,41135.58,46370.473,52964.471,60039.41,64443.762,64014.268,62558.521,60841.676,59223.787,57489.377,55130.384,52314.094,48634.843,45329.366,41725.498,MRIM
VICAGL,16/09/2012,38210.973,35385.528,33693.698,31614.628,29658.593,28316.922,27370.82,26909.905,26593.007,26490.992,26680.272,27312.366,28876.485,30866.078,33793.506,36677.906,39194.65,41927.02,42998.874,43397.825,43690.008,43601.479,43834.651,43702.549,44692.006,43815.609,41630.813,38305.97,37300.015,38576.289,41167.959,43535,45189.677,46153.303,50979.391,58185.489,64354.586,67697.17,67162.673,66131.021,64767.976,62858.893,59864.14,56315.832,51254.993,45652.278,40951.507,36387.053,MRIM
VICAGL,17/09/2012,32826.371,30135.399,28998.854,27377.979,26269.78,25457.559,25027.575,24699.447,24846.213,25282.823,26902.373,29388.123,34608.213,40473.878,47565.292,51382.136,49968.583,46521.563,45378.557,44757.758,44270.202,43990.745,42787.419,40895.59,39872.792,39015.157,37663.765,36607.089,36243.118,35986.648,36406.094,37474.875,40430.458,44253.749,50217.769,57040.457,64304.168,68651.332,69335.005,68021.007,66294.207,64388.835,61360.957,57932.95,53255.076,47207.422,41904.613,37149.508,MRIM
VICAGL,18/09/2012,33406.371,30662.285,29463.957,28020.128,26854.657,26224.044,25910.641,25812.274,25932.266,26553.86,28360.937,31527.427,37280.993,43304.243,48227.503,49728.58,48230.944,45477.391,43318.074,41494.08,40815.736,38193.389,35165.275,36071.358,39196.828,41800.958,44323.745,44529.494,42517.645,43623.079,44303.514,46700.551,51035.974,55348.228,60803.769,66416.995,71113.59,73493.264,72871.496,71537.575,69191.426,66996.481,63631.88,59359.612,53245.542,47146.774,42080.337,37531.587,MRIM
VICAGL,19/09/2012,33519.165,30984.882,29620.371,27883.843,26709.084,26014.576,25635.621,25543.6,25688.815,26256.089,28091.715,31121.744,36466.45,42570.147,48779.852,51917.829,50851.107,47426.542,45406.105,42233.572,40507.558,40169.692,39413.144,38602.594,37189.327,35328.842,35224.067,35172.434,33891.276,35176.863,36341.387,37844.552,39083.677,41819.594,46935.611,53625.009,60708.659,64832.702,65397.741,64421.655,63234.252,61625.266,58983.755,55473.789,50498.604,45029.365,40475.432,36118.361,MRIM
