,Date,Measure,Distributor,MeasurementType
32510,2016-01-07,27.7,United,Solar Exposure
32511,2016-01-08,26.6,United,Solar Exposure
32512,2016-01-09,23.4,United,Solar Exposure
32513,2016-01-10,31.7,United,Solar Exposure
32514,2016-01-11,18.3,United,Solar Exposure
32515,2016-01-12,27.9,United,Solar Exposure
32516,2016-01-13,28.8,United,Solar Exposure
32517,2016-01-14,5.0,United,Solar Exposure
32518,2016-01-15,17.3,United,Solar Exposure
32519,2016-01-16,32.6,United,Solar Exposure
32520,2016-01-17,30.4,United,Solar Exposure
32521,2016-01-18,29.7,United,Solar Exposure
32522,2016-01-19,28.6,United,Solar Exposure
32523,2016-01-20,18.3,United,Solar Exposure
32524,2016-01-21,15.7,United,Solar Exposure
32525,2016-01-22,4.8,United,Solar Exposure
32526,2016-01-23,22.8,United,Solar Exposure
32527,2016-01-24,10.4,United,Solar Exposure
32528,2016-01-25,22.5,United,Solar Exposure
32529,2016-01-26,27.7,United,Solar Exposure
32530,2016-01-27,18.5,United,Solar Exposure
32531,2016-01-28,18.2,United,Solar Exposure
32532,2016-01-29,4.1,United,Solar Exposure
32533,2016-01-30,22.8,United,Solar Exposure
32534,2016-01-31,20.9,United,Solar Exposure
32535,2016-02-01,29.0,United,Solar Exposure
32536,2016-02-02,26.5,United,Solar Exposure
32537,2016-02-03,6.2,United,Solar Exposure
32538,2016-02-04,22.7,United,Solar Exposure
32539,2016-02-05,29.2,United,Solar Exposure
32540,2016-02-06,29.0,United,Solar Exposure
32541,2016-02-07,28.4,United,Solar Exposure
32542,2016-02-08,23.6,United,Solar Exposure
32543,2016-02-09,28.1,United,Solar Exposure
32544,2016-02-10,25.6,United,Solar Exposure
32545,2016-02-11,26.2,United,Solar Exposure
32546,2016-02-12,27.9,United,Solar Exposure
32547,2016-02-13,25.4,United,Solar Exposure
32548,2016-02-14,25.2,United,Solar Exposure
32549,2016-02-15,26.5,United,Solar Exposure
32550,2016-02-16,18.2,United,Solar Exposure
32551,2016-02-17,11.5,United,Solar Exposure
32552,2016-02-18,16.9,United,Solar Exposure
32553,2016-02-19,11.9,United,Solar Exposure
32554,2016-02-20,21.7,United,Solar Exposure
32555,2016-02-21,26.4,United,Solar Exposure
32556,2016-02-22,7.8,United,Solar Exposure
32557,2016-02-23,16.7,United,Solar Exposure
32558,2016-02-24,13.7,United,Solar Exposure
32559,2016-02-25,19.1,United,Solar Exposure
32560,2016-02-26,16.7,United,Solar Exposure
32561,2016-02-27,16.6,United,Solar Exposure
32562,2016-02-28,17.1,United,Solar Exposure
32563,2016-02-29,18.6,United,Solar Exposure
32564,2016-03-01,23.1,United,Solar Exposure
32565,2016-03-02,21.1,United,Solar Exposure
32566,2016-03-03,22.1,United,Solar Exposure
32567,2016-03-04,19.7,United,Solar Exposure
32568,2016-03-05,8.3,United,Solar Exposure
32569,2016-03-06,20.5,United,Solar Exposure
32570,2016-03-07,12.0,United,Solar Exposure
32571,2016-03-08,19.8,United,Solar Exposure
32572,2016-03-09,11.3,United,Solar Exposure
32573,2016-03-10,3.4,United,Solar Exposure
32574,2016-03-11,16.5,United,Solar Exposure
32575,2016-03-12,7.2,United,Solar Exposure
32576,2016-03-13,13.6,United,Solar Exposure
32577,2016-03-14,10.4,United,Solar Exposure
32578,2016-03-15,19.7,United,Solar Exposure
32579,2016-03-16,19.3,United,Solar Exposure
32580,2016-03-17,18.5,United,Solar Exposure
32581,2016-03-18,9.9,United,Solar Exposure
32582,2016-03-19,12.8,United,Solar Exposure
32583,2016-03-20,19.8,United,Solar Exposure
32584,2016-03-21,19.1,United,Solar Exposure
32585,2016-03-22,21.2,United,Solar Exposure
32586,2016-03-23,12.9,United,Solar Exposure
32587,2016-03-24,11.2,United,Solar Exposure
32588,2016-03-25,14.0,United,Solar Exposure
32589,2016-03-26,6.8,United,Solar Exposure
32590,2016-03-27,13.4,United,Solar Exposure
32591,2016-03-28,12.7,United,Solar Exposure
32592,2016-03-29,5.0,United,Solar Exposure
32593,2016-03-30,4.2,United,Solar Exposure
32594,2016-03-31,16.6,United,Solar Exposure
32595,2016-04-01,16.7,United,Solar Exposure
32596,2016-04-02,10.7,United,Solar Exposure
32597,2016-04-03,15.8,United,Solar Exposure
32598,2016-04-04,18.6,United,Solar Exposure
32599,2016-04-05,17.6,United,Solar Exposure
32600,2016-04-06,3.8,United,Solar Exposure
32601,2016-04-07,13.9,United,Solar Exposure
32602,2016-04-08,10.3,United,Solar Exposure
32603,2016-04-09,11.8,United,Solar Exposure
32604,2016-04-10,11.2,United,Solar Exposure
32605,2016-04-11,10.5,United,Solar Exposure
32606,2016-04-12,12.6,United,Solar Exposure
32607,2016-04-13,14.0,United,Solar Exposure
32608,2016-04-14,13.8,United,Solar Exposure
32609,2016-04-15,15.9,United,Solar Exposure
32610,2016-04-16,7.0,United,Solar Exposure
32611,2016-04-17,15.4,United,Solar Exposure
32612,2016-04-18,15.4,United,Solar Exposure
32613,2016-04-19,14.3,United,Solar Exposure
32614,2016-04-20,14.3,United,Solar Exposure
32615,2016-04-21,6.8,United,Solar Exposure
32616,2016-04-22,8.2,United,Solar Exposure
32617,2016-04-23,7.1,United,Solar Exposure
32618,2016-04-24,15.2,United,Solar Exposure
32619,2016-04-25,15.0,United,Solar Exposure
32620,2016-04-26,14.8,United,Solar Exposure
32621,2016-04-27,13.7,United,Solar Exposure
32622,2016-04-28,7.1,United,Solar Exposure
32623,2016-04-29,3.6,United,Solar Exposure
32624,2016-04-30,12.6,United,Solar Exposure
32625,2016-05-01,6.5,United,Solar Exposure
32626,2016-05-02,12.8,United,Solar Exposure
32627,2016-05-03,11.2,United,Solar Exposure
32628,2016-05-04,11.9,United,Solar Exposure
32629,2016-05-05,11.9,United,Solar Exposure
32630,2016-05-06,13.6,United,Solar Exposure
32631,2016-05-07,12.9,United,Solar Exposure
32632,2016-05-08,3.7,United,Solar Exposure
32633,2016-05-09,5.8,United,Solar Exposure
32634,2016-05-10,7.0,United,Solar Exposure
32635,2016-05-11,5.5,United,Solar Exposure
32636,2016-05-12,6.1,United,Solar Exposure
32637,2016-05-13,9.6,United,Solar Exposure
32638,2016-05-14,12.6,United,Solar Exposure
32639,2016-05-15,8.5,United,Solar Exposure
32640,2016-05-16,9.0,United,Solar Exposure
32641,2016-05-17,5.7,United,Solar Exposure
32642,2016-05-18,7.2,United,Solar Exposure
32643,2016-05-19,3.8,United,Solar Exposure
32644,2016-05-20,9.6,United,Solar Exposure
32645,2016-05-21,8.8,United,Solar Exposure
32646,2016-05-22,8.5,United,Solar Exposure
32647,2016-05-23,8.8,United,Solar Exposure
32648,2016-05-24,6.8,United,Solar Exposure
32649,2016-05-25,4.9,United,Solar Exposure
32650,2016-05-26,3.0,United,Solar Exposure
32651,2016-05-27,9.6,United,Solar Exposure
32652,2016-05-28,7.4,United,Solar Exposure
32653,2016-05-29,5.8,United,Solar Exposure
32654,2016-05-30,9.5,United,Solar Exposure
32655,2016-05-31,9.5,United,Solar Exposure
32656,2016-06-01,7.8,United,Solar Exposure
32657,2016-06-02,9.4,United,Solar Exposure
32658,2016-06-03,8.9,United,Solar Exposure
32659,2016-06-04,4.1,United,Solar Exposure
32660,2016-06-05,4.3,United,Solar Exposure
32661,2016-06-06,7.1,United,Solar Exposure
32662,2016-06-07,4.7,United,Solar Exposure
32663,2016-06-08,5.0,United,Solar Exposure
32664,2016-06-09,6.6,United,Solar Exposure
32665,2016-06-10,6.1,United,Solar Exposure
32666,2016-06-11,6.0,United,Solar Exposure
32667,2016-06-12,7.5,United,Solar Exposure
32668,2016-06-13,9.1,United,Solar Exposure
32669,2016-06-14,8.4,United,Solar Exposure
32670,2016-06-15,9.1,United,Solar Exposure
32671,2016-06-16,5.1,United,Solar Exposure
32672,2016-06-17,3.8,United,Solar Exposure
32673,2016-06-18,4.5,United,Solar Exposure
32674,2016-06-19,7.3,United,Solar Exposure
32675,2016-06-20,3.1,United,Solar Exposure
32676,2016-06-21,6.8,United,Solar Exposure
32677,2016-06-22,5.3,United,Solar Exposure
32678,2016-06-23,8.1,United,Solar Exposure
32679,2016-06-24,5.3,United,Solar Exposure
32680,2016-06-25,8.4,United,Solar Exposure
32681,2016-06-26,8.1,United,Solar Exposure
32682,2016-06-27,4.7,United,Solar Exposure
32683,2016-06-28,7.5,United,Solar Exposure
32684,2016-06-29,8.8,United,Solar Exposure
32685,2016-06-30,6.4,United,Solar Exposure
32686,2016-07-01,7.8,United,Solar Exposure
32687,2016-07-02,8.1,United,Solar Exposure
32688,2016-07-03,5.3,United,Solar Exposure
32689,2016-07-04,4.0,United,Solar Exposure
32690,2016-07-05,2.9,United,Solar Exposure
32691,2016-07-06,4.7,United,Solar Exposure
32692,2016-07-07,3.6,United,Solar Exposure
32693,2016-07-08,7.5,United,Solar Exposure
32694,2016-07-09,8.9,United,Solar Exposure
32695,2016-07-10,4.3,United,Solar Exposure
32696,2016-07-11,8.3,United,Solar Exposure
32697,2016-07-12,7.7,United,Solar Exposure
32698,2016-07-13,9.4,United,Solar Exposure
32699,2016-07-14,6.3,United,Solar Exposure
32700,2016-07-15,8.3,United,Solar Exposure
32701,2016-07-16,10.1,United,Solar Exposure
32702,2016-07-17,10.2,United,Solar Exposure
32703,2016-07-18,9.8,United,Solar Exposure
32704,2016-07-19,5.6,United,Solar Exposure
32705,2016-07-20,8.7,United,Solar Exposure
32706,2016-07-21,7.1,United,Solar Exposure
32707,2016-07-22,5.2,United,Solar Exposure
32708,2016-07-23,8.8,United,Solar Exposure
32709,2016-07-24,9.7,United,Solar Exposure
32710,2016-07-25,8.1,United,Solar Exposure
32711,2016-07-26,7.8,United,Solar Exposure
32712,2016-07-27,6.4,United,Solar Exposure
32713,2016-07-28,6.5,United,Solar Exposure
32714,2016-07-29,6.1,United,Solar Exposure
32715,2016-07-30,9.6,United,Solar Exposure
32716,2016-07-31,11.0,United,Solar Exposure
32717,2016-08-01,4.4,United,Solar Exposure
32718,2016-08-02,9.5,United,Solar Exposure
32719,2016-08-03,6.4,United,Solar Exposure
32720,2016-08-04,11.3,United,Solar Exposure
32721,2016-08-05,10.1,United,Solar Exposure
32722,2016-08-06,7.5,United,Solar Exposure
32723,2016-08-07,9.1,United,Solar Exposure
32724,2016-08-08,8.5,United,Solar Exposure
32725,2016-08-09,9.1,United,Solar Exposure
32726,2016-08-10,11.2,United,Solar Exposure
32727,2016-08-11,11.7,United,Solar Exposure
32728,2016-08-12,11.0,United,Solar Exposure
32729,2016-08-13,9.1,United,Solar Exposure
32730,2016-08-14,11.1,United,Solar Exposure
32731,2016-08-15,13.4,United,Solar Exposure
32732,2016-08-16,13.5,United,Solar Exposure
32733,2016-08-17,9.4,United,Solar Exposure
32734,2016-08-18,13.4,United,Solar Exposure
32735,2016-08-19,3.1,United,Solar Exposure
32736,2016-08-20,8.9,United,Solar Exposure
32737,2016-08-21,8.6,United,Solar Exposure
32738,2016-08-22,10.1,United,Solar Exposure
32739,2016-08-23,11.9,United,Solar Exposure
32740,2016-08-24,11.4,United,Solar Exposure
32741,2016-08-25,10.2,United,Solar Exposure
32742,2016-08-26,12.9,United,Solar Exposure
32743,2016-08-27,11.1,United,Solar Exposure
32744,2016-08-28,11.3,United,Solar Exposure
32745,2016-08-29,14.1,United,Solar Exposure
32746,2016-08-30,5.6,United,Solar Exposure
32747,2016-08-31,11.3,United,Solar Exposure
32748,2016-09-01,10.3,United,Solar Exposure
32749,2016-09-02,10.0,United,Solar Exposure
32750,2016-09-03,13.4,United,Solar Exposure
32751,2016-09-04,11.3,United,Solar Exposure
32752,2016-09-05,9.8,United,Solar Exposure
32753,2016-09-06,16.0,United,Solar Exposure
32754,2016-09-07,17.1,United,Solar Exposure
32755,2016-09-08,15.5,United,Solar Exposure
32756,2016-09-09,6.1,United,Solar Exposure
32757,2016-09-10,10.6,United,Solar Exposure
32758,2016-09-11,9.8,United,Solar Exposure
32759,2016-09-12,6.9,United,Solar Exposure
32760,2016-09-13,3.0,United,Solar Exposure
32761,2016-09-14,13.5,United,Solar Exposure
32762,2016-09-15,11.7,United,Solar Exposure
32763,2016-09-16,15.0,United,Solar Exposure
32764,2016-09-17,18.3,United,Solar Exposure
32765,2016-09-18,4.4,United,Solar Exposure
32766,2016-09-19,17.1,United,Solar Exposure
32767,2016-09-20,19.1,United,Solar Exposure
32768,2016-09-21,10.9,United,Solar Exposure
32769,2016-09-22,5.4,United,Solar Exposure
32770,2016-09-23,14.3,United,Solar Exposure
32771,2016-09-24,18.3,United,Solar Exposure
32772,2016-09-25,19.3,United,Solar Exposure
32773,2016-09-26,14.7,United,Solar Exposure
32774,2016-09-27,16.3,United,Solar Exposure
32775,2016-09-28,19.2,United,Solar Exposure
32776,2016-09-29,13.7,United,Solar Exposure
32777,2016-09-30,16.8,United,Solar Exposure
32778,2016-10-01,10.8,United,Solar Exposure
32779,2016-10-02,19.8,United,Solar Exposure
32780,2016-10-03,16.9,United,Solar Exposure
32781,2016-10-04,13.1,United,Solar Exposure
32782,2016-10-05,8.7,United,Solar Exposure
32783,2016-10-06,22.8,United,Solar Exposure
32784,2016-10-07,5.8,United,Solar Exposure
32785,2016-10-08,22.7,United,Solar Exposure
32786,2016-10-09,15.5,United,Solar Exposure
32787,2016-10-10,14.2,United,Solar Exposure
32788,2016-10-11,20.1,United,Solar Exposure
32789,2016-10-12,13.8,United,Solar Exposure
32790,2016-10-13,21.8,United,Solar Exposure
32791,2016-10-14,24.5,United,Solar Exposure
32792,2016-10-15,20.1,United,Solar Exposure
32793,2016-10-16,8.7,United,Solar Exposure
32794,2016-10-17,17.3,United,Solar Exposure
32795,2016-10-18,16.2,United,Solar Exposure
32796,2016-10-19,24.8,United,Solar Exposure
32797,2016-10-20,25.6,United,Solar Exposure
32798,2016-10-21,2.5,United,Solar Exposure
32799,2016-10-22,8.1,United,Solar Exposure
32800,2016-10-23,10.4,United,Solar Exposure
32801,2016-10-24,18.8,United,Solar Exposure
32802,2016-10-25,23.9,United,Solar Exposure
32803,2016-10-26,5.9,United,Solar Exposure
32804,2016-10-27,22.3,United,Solar Exposure
32805,2016-10-28,26.1,United,Solar Exposure
32806,2016-10-29,24.5,United,Solar Exposure
32807,2016-10-30,10.0,United,Solar Exposure
32808,2016-10-31,20.7,United,Solar Exposure
32809,2016-11-01,18.3,United,Solar Exposure
32810,2016-11-02,16.3,United,Solar Exposure
32811,2016-11-03,27.2,United,Solar Exposure
32812,2016-11-04,25.5,United,Solar Exposure
32813,2016-11-05,11.8,United,Solar Exposure
32814,2016-11-06,26.5,United,Solar Exposure
32815,2016-11-07,15.0,United,Solar Exposure
32816,2016-11-08,28.7,United,Solar Exposure
32817,2016-11-09,15.7,United,Solar Exposure
32818,2016-11-10,16.0,United,Solar Exposure
32819,2016-11-11,29.3,United,Solar Exposure
32820,2016-11-12,15.5,United,Solar Exposure
32821,2016-11-13,9.8,United,Solar Exposure
32822,2016-11-14,19.8,United,Solar Exposure
32823,2016-11-15,17.7,United,Solar Exposure
32824,2016-11-16,23.7,United,Solar Exposure
32825,2016-11-17,27.6,United,Solar Exposure
32826,2016-11-18,18.8,United,Solar Exposure
32827,2016-11-19,30.1,United,Solar Exposure
32828,2016-11-20,27.5,United,Solar Exposure
32829,2016-11-21,22.8,United,Solar Exposure
32830,2016-11-22,2.8,United,Solar Exposure
32831,2016-11-23,16.2,United,Solar Exposure
32832,2016-11-24,23.7,United,Solar Exposure
32833,2016-11-25,17.3,United,Solar Exposure
32834,2016-11-26,16.2,United,Solar Exposure
32835,2016-11-27,9.6,United,Solar Exposure
32836,2016-11-28,25.5,United,Solar Exposure
32837,2016-11-29,31.0,United,Solar Exposure
32838,2016-11-30,8.4,United,Solar Exposure
32839,2016-12-01,27.4,United,Solar Exposure
32840,2016-12-02,27.5,United,Solar Exposure
32841,2016-12-03,31.3,United,Solar Exposure
32842,2016-12-04,15.9,United,Solar Exposure
32843,2016-12-05,18.2,United,Solar Exposure
32844,2016-12-06,23.4,United,Solar Exposure
32845,2016-12-07,31.2,United,Solar Exposure
32846,2016-12-08,15.7,United,Solar Exposure
32847,2016-12-09,21.9,United,Solar Exposure
32848,2016-12-10,18.5,United,Solar Exposure
32849,2016-12-11,26.9,United,Solar Exposure
32850,2016-12-12,30.2,United,Solar Exposure
32851,2016-12-13,14.5,United,Solar Exposure
32852,2016-12-14,19.8,United,Solar Exposure
32853,2016-12-15,30.6,United,Solar Exposure
32854,2016-12-16,21.2,United,Solar Exposure
32855,2016-12-17,21.4,United,Solar Exposure
32856,2016-12-18,25.4,United,Solar Exposure
32857,2016-12-19,28.5,United,Solar Exposure
32858,2016-12-20,24.0,United,Solar Exposure
32859,2016-12-21,26.6,United,Solar Exposure
32860,2016-12-22,28.7,United,Solar Exposure
32861,2016-12-23,28.8,United,Solar Exposure
32862,2016-12-24,25.3,United,Solar Exposure
32863,2016-12-25,31.4,United,Solar Exposure
32864,2016-12-26,8.9,United,Solar Exposure
32865,2016-12-27,6.7,United,Solar Exposure
32866,2016-12-28,16.1,United,Solar Exposure
32867,2016-12-29,14.8,United,Solar Exposure
32868,2016-12-30,29.7,United,Solar Exposure
32869,2016-12-31,28.9,United,Solar Exposure
32870,2017-01-01,21.3,United,MaxTemp
32871,2017-01-02,17.3,United,MaxTemp
32872,2017-01-03,20.5,United,MaxTemp
32873,2017-01-04,30.9,United,MaxTemp
32874,2017-01-05,30.4,United,MaxTemp
32875,2017-01-06,34.2,United,MaxTemp
32876,2017-01-07,37.1,United,MaxTemp
32877,2017-01-08,33.3,United,MaxTemp
32878,2017-01-09,23.5,United,MaxTemp
32879,2017-01-10,25.9,United,MaxTemp
32880,2017-01-11,22.7,United,MaxTemp
32881,2017-01-12,26.6,United,MaxTemp
32882,2017-01-13,27.7,United,MaxTemp
32883,2017-01-14,22.9,United,MaxTemp
32884,2017-01-15,20.9,United,MaxTemp
32885,2017-01-16,30.0,United,MaxTemp
32886,2017-01-17,35.3,United,MaxTemp
32887,2017-01-18,20.6,United,MaxTemp
32888,2017-01-19,24.1,United,MaxTemp
32889,2017-01-20,20.9,United,MaxTemp
32890,2017-01-21,22.0,United,MaxTemp
32891,2017-01-22,28.5,United,MaxTemp
32892,2017-01-23,36.5,United,MaxTemp
32893,2017-01-24,21.3,United,MaxTemp
32894,2017-01-25,21.6,United,MaxTemp
32895,2017-01-26,21.9,United,MaxTemp
32896,2017-01-27,25.5,United,MaxTemp
32897,2017-01-28,25.8,United,MaxTemp
32898,2017-01-29,28.4,United,MaxTemp
32899,2017-01-30,30.0,United,MaxTemp
32900,2017-01-31,22.0,United,MaxTemp
32901,2017-02-01,20.3,United,MaxTemp
32902,2017-02-02,23.5,United,MaxTemp
32903,2017-02-03,25.9,United,MaxTemp
32904,2017-02-04,36.7,United,MaxTemp
32905,2017-02-05,31.6,United,MaxTemp
32906,2017-02-06,18.3,United,MaxTemp
32907,2017-02-07,26.5,United,MaxTemp
32908,2017-02-08,35.8,United,MaxTemp
32909,2017-02-09,36.1,United,MaxTemp
32910,2017-02-10,27.2,United,MaxTemp
32911,2017-02-11,24.0,United,MaxTemp
32912,2017-02-12,19.6,United,MaxTemp
32913,2017-02-13,21.1,United,MaxTemp
32914,2017-02-14,19.7,United,MaxTemp
32915,2017-02-15,31.8,United,MaxTemp
32916,2017-02-16,23.6,United,MaxTemp
32917,2017-02-17,25.0,United,MaxTemp
32918,2017-02-18,18.9,United,MaxTemp
32919,2017-02-19,17.5,United,MaxTemp
32920,2017-02-20,19.5,United,MaxTemp
32921,2017-02-21,22.5,United,MaxTemp
32922,2017-02-22,32.8,United,MaxTemp
32923,2017-02-23,24.0,United,MaxTemp
32924,2017-02-24,20.8,United,MaxTemp
32925,2017-02-25,20.3,United,MaxTemp
32926,2017-02-26,29.2,United,MaxTemp
32927,2017-02-27,32.0,United,MaxTemp
32928,2017-02-28,32.6,United,MaxTemp
32929,2017-03-01,30.7,United,MaxTemp
32930,2017-03-02,23.9,United,MaxTemp
32931,2017-03-03,29.8,United,MaxTemp
32932,2017-03-04,27.3,United,MaxTemp
32933,2017-03-05,26.0,United,MaxTemp
32934,2017-03-06,27.3,United,MaxTemp
32935,2017-03-07,27.9,United,MaxTemp
32936,2017-03-08,29.7,United,MaxTemp
32937,2017-03-09,31.5,United,MaxTemp
32938,2017-03-10,24.1,United,MaxTemp
32939,2017-03-11,27.0,United,MaxTemp
32940,2017-03-12,27.1,United,MaxTemp
32941,2017-03-13,25.1,United,MaxTemp
32942,2017-03-14,32.1,United,MaxTemp
32943,2017-03-15,34.1,United,MaxTemp
32944,2017-03-16,22.9,United,MaxTemp
32945,2017-03-17,23.3,United,MaxTemp
32946,2017-03-18,30.2,United,MaxTemp
32947,2017-03-19,32.3,United,MaxTemp
32948,2017-03-20,29.2,United,MaxTemp
32949,2017-03-21,25.6,United,MaxTemp
32950,2017-03-22,21.7,United,MaxTemp
32951,2017-03-23,25.0,United,MaxTemp
32952,2017-03-24,25.3,United,MaxTemp
32953,2017-03-25,30.2,United,MaxTemp
32954,2017-03-26,27.5,United,MaxTemp
32955,2017-03-27,33.6,United,MaxTemp
32956,2017-03-28,23.3,United,MaxTemp
32957,2017-03-29,27.6,United,MaxTemp
32958,2017-03-30,17.9,United,MaxTemp
32959,2017-03-31,17.7,United,MaxTemp
32960,2017-04-01,18.9,United,MaxTemp
32961,2017-04-02,18.6,United,MaxTemp
32962,2017-04-03,22.2,United,MaxTemp
32963,2017-04-04,23.3,United,MaxTemp
32964,2017-04-05,25.1,United,MaxTemp
32965,2017-04-06,26.2,United,MaxTemp
32966,2017-04-07,26.8,United,MaxTemp
32967,2017-04-08,28.3,United,MaxTemp
32968,2017-04-09,15.5,United,MaxTemp
32969,2017-04-10,16.9,United,MaxTemp
32970,2017-04-11,19.1,United,MaxTemp
32971,2017-04-12,20.4,United,MaxTemp
32972,2017-04-13,20.9,United,MaxTemp
32973,2017-04-14,18.4,United,MaxTemp
32974,2017-04-15,17.4,United,MaxTemp
32975,2017-04-16,20.7,United,MaxTemp
32976,2017-04-17,18.5,United,MaxTemp
32977,2017-04-18,21.4,United,MaxTemp
32978,2017-04-19,27.1,United,MaxTemp
32979,2017-04-20,26.4,United,MaxTemp
32980,2017-04-21,21.2,United,MaxTemp
32981,2017-04-22,23.4,United,MaxTemp
32982,2017-04-23,21.5,United,MaxTemp
32983,2017-04-24,23.9,United,MaxTemp
32984,2017-04-25,18.8,United,MaxTemp
32985,2017-04-26,14.9,United,MaxTemp
32986,2017-04-27,15.1,United,MaxTemp
32987,2017-04-28,18.7,United,MaxTemp
32988,2017-04-29,19.0,United,MaxTemp
32989,2017-04-30,18.1,United,MaxTemp
32990,2017-05-01,19.8,United,MaxTemp
32991,2017-05-02,16.4,United,MaxTemp
32992,2017-05-03,15.9,United,MaxTemp
32993,2017-05-04,15.7,United,MaxTemp
32994,2017-05-05,20.3,United,MaxTemp
32995,2017-05-06,20.1,United,MaxTemp
32996,2017-05-07,14.8,United,MaxTemp
32997,2017-05-08,16.6,United,MaxTemp
32998,2017-05-09,15.9,United,MaxTemp
32999,2017-05-10,16.5,United,MaxTemp
33000,2017-05-11,16.2,United,MaxTemp
33001,2017-05-12,19.1,United,MaxTemp
33002,2017-05-13,16.0,United,MaxTemp
33003,2017-05-14,16.5,United,MaxTemp
33004,2017-05-15,16.9,United,MaxTemp
33005,2017-05-16,17.1,United,MaxTemp
33006,2017-05-17,18.7,United,MaxTemp
33007,2017-05-18,20.4,United,MaxTemp
33008,2017-05-19,17.6,United,MaxTemp
33009,2017-05-20,19.3,United,MaxTemp
33010,2017-05-21,19.6,United,MaxTemp
33011,2017-05-22,20.9,United,MaxTemp
33012,2017-05-23,20.1,United,MaxTemp
33013,2017-05-24,16.6,United,MaxTemp
33014,2017-05-25,19.1,United,MaxTemp
33015,2017-05-26,16.3,United,MaxTemp
33016,2017-05-27,18.8,United,MaxTemp
33017,2017-05-28,14.5,United,MaxTemp
33018,2017-05-29,14.5,United,MaxTemp
33019,2017-05-30,13.3,United,MaxTemp
33020,2017-05-31,13.3,United,MaxTemp
33021,2017-06-01,13.5,United,MaxTemp
33022,2017-06-02,14.6,United,MaxTemp
33023,2017-06-03,15.0,United,MaxTemp
33024,2017-06-04,13.8,United,MaxTemp
33025,2017-06-05,16.5,United,MaxTemp
33026,2017-06-06,14.1,United,MaxTemp
33027,2017-06-07,14.8,United,MaxTemp
33028,2017-06-08,14.4,United,MaxTemp
33029,2017-06-09,15.5,United,MaxTemp
33030,2017-06-10,13.4,United,MaxTemp
33031,2017-06-11,14.6,United,MaxTemp
33032,2017-06-12,16.0,United,MaxTemp
33033,2017-06-13,14.0,United,MaxTemp
33034,2017-06-14,17.0,United,MaxTemp
33035,2017-06-15,18.4,United,MaxTemp
33036,2017-06-16,16.1,United,MaxTemp
33037,2017-06-17,14.8,United,MaxTemp
33038,2017-06-18,15.9,United,MaxTemp
33039,2017-06-19,15.6,United,MaxTemp
33040,2017-06-20,15.5,United,MaxTemp
33041,2017-06-21,13.2,United,MaxTemp
33042,2017-06-22,13.9,United,MaxTemp
33043,2017-06-23,14.4,United,MaxTemp
33044,2017-06-24,11.9,United,MaxTemp
33045,2017-06-25,13.8,United,MaxTemp
33046,2017-06-26,12.7,United,MaxTemp
33047,2017-06-27,11.6,United,MaxTemp
33048,2017-06-28,14.4,United,MaxTemp
33049,2017-06-29,13.1,United,MaxTemp
33050,2017-06-30,12.6,United,MaxTemp
33051,2017-07-01,12.9,United,MaxTemp
33052,2017-07-02,14.2,United,MaxTemp
33053,2017-07-03,14.4,United,MaxTemp
33054,2017-07-04,16.6,United,MaxTemp
33055,2017-07-05,14.9,United,MaxTemp
33056,2017-07-06,15.0,United,MaxTemp
33057,2017-07-07,14.0,United,MaxTemp
33058,2017-07-08,12.8,United,MaxTemp
33059,2017-07-09,12.9,United,MaxTemp
33060,2017-07-10,15.3,United,MaxTemp
33061,2017-07-11,13.8,United,MaxTemp
33062,2017-07-12,15.7,United,MaxTemp
33063,2017-07-13,15.1,United,MaxTemp
33064,2017-07-14,15.0,United,MaxTemp
33065,2017-07-15,11.9,United,MaxTemp
33066,2017-07-16,12.0,United,MaxTemp
33067,2017-07-17,15.4,United,MaxTemp
33068,2017-07-18,13.2,United,MaxTemp
33069,2017-07-19,13.4,United,MaxTemp
33070,2017-07-20,11.3,United,MaxTemp
33071,2017-07-21,14.7,United,MaxTemp
33072,2017-07-22,12.7,United,MaxTemp
33073,2017-07-23,13.7,United,MaxTemp
33074,2017-07-24,15.8,United,MaxTemp
33075,2017-07-25,17.8,United,MaxTemp
33076,2017-07-26,14.4,United,MaxTemp
33077,2017-07-27,15.2,United,MaxTemp
33078,2017-07-28,14.6,United,MaxTemp
33079,2017-07-29,18.7,United,MaxTemp
33080,2017-07-30,16.1,United,MaxTemp
33081,2017-07-31,13.7,United,MaxTemp
33082,2017-08-01,14.2,United,MaxTemp
33083,2017-08-02,13.1,United,MaxTemp
33084,2017-08-03,9.3,United,MaxTemp
33085,2017-08-04,11.6,United,MaxTemp
33086,2017-08-05,13.8,United,MaxTemp
33087,2017-08-06,12.3,United,MaxTemp
33088,2017-08-07,11.6,United,MaxTemp
33089,2017-08-08,14.0,United,MaxTemp
33090,2017-08-09,17.4,United,MaxTemp
33091,2017-08-10,19.3,United,MaxTemp
33092,2017-08-11,16.9,United,MaxTemp
33093,2017-08-12,16.8,United,MaxTemp
33094,2017-08-13,18.2,United,MaxTemp
33095,2017-08-14,20.3,United,MaxTemp
33096,2017-08-15,18.2,United,MaxTemp
33097,2017-08-16,16.3,United,MaxTemp
33098,2017-08-17,15.5,United,MaxTemp
33099,2017-08-18,12.0,United,MaxTemp
33100,2017-08-19,11.7,United,MaxTemp
33101,2017-08-20,12.5,United,MaxTemp
